file_name,caption
train/Assassin_s Creed II/frame_0226.png,"a screenshot from a video game shows a brick building with arched and glass windows, a small green tree, and a black boot in the foreground"
train/Assassin_s Creed II/frame_0227.png,"a screenshot from a video game shows a man walking past a large building with arched windows, wearing black pants and boots, and carrying a white bag a green tree stands in the background"
train/Assassin_s Creed II/frame_0228.png,"a screenshot from a video game shows a cityscape with a large building in the background in the foreground, a person wearing black pants and a black belt stands next to a wood"
train/Assassin_s Creed II/frame_0229.png,"a screenshot from a video game shows a cityscape with tall buildings and a metal cross in the foreground a man stands and walks in front of a large window, while a flying"
train/Assassin_s Creed II/frame_0230.png,"a screenshot from a video game shows a tall building in the background, with a black belt visible on the left side of the image"
train/Assassin_s Creed II/frame_0231.png,"a screenshot from a video game shows a man in a black vest standing in front of a tall building, with a white and blurry building in the background"
train/Assassin_s Creed II/frame_0233.png,"a screenshot from a video game shows a person wearing a black vest and pants standing in front of a white building, with a black and white sign visible in the background"
train/Assassin_s Creed II/frame_0234.png,"a screenshot from a video game shows a group of people standing in front of a building, with a green tree in the background one person wears a black vest and pants, and another wears"
train/Assassin_s Creed II/frame_0235.png,"a screenshot from a video game shows a building with arched windows and a black and white sign in the foreground, a person wearing a long dress stands next to a black and white sign"
train/Assassin_s Creed II/frame_0236.png,"a screenshot from a video game shows a black and white wall with a white leg visible in the foreground, and a white and black sign in the background"
train/Assassin_s Creed II/frame_0237.png,"a screenshot from a video game shows a white wall with the text windows, windows, windows, windows, windows, windows, windows, windows, windows, windows, windows, windows,"
train/Assassin_s Creed II/frame_0238.png,"a screenshot from a video game shows a white window and a black and white sign with the text windows, windows, windows, windows, windows, windows, windows, windows, windows,"
train/Assassin_s Creed II/frame_0239.png,"a screenshot from a video game shows a man jumping in the air, with a white and black sign in the background and a white sky above the man ' s extended arm is visible as"
train/Assassin_s Creed II/frame_0240.png,a screenshot from a video game shows a white building with a black and white sign and a window in the background
train/Assassin_s Creed II/frame_0241.png,"a screenshot from a video game shows a person standing in front of a gray and black wall, with an arched window in the background the person ' s extended arm is visible in the fore"
train/Assassin_s Creed II/frame_0242.png,"a screenshot from a video game shows a brick building with a black roof and a gray wall in the background a person wearing a white and black shirt and black pants jumps in the air,"
train/Assassin_s Creed II/frame_0244.png,"a screenshot from a video game shows two men, one wearing a black and white vest and the other a white shirt, standing in front of a black wall the man on the left has"
train/Assassin_s Creed II/frame_0249.png,"a screenshot from a video game shows two men, one with black hair and a silver necklace, and the other with black hair and a large nose, standing next to each other the man"
train/Assassin_s Creed II/frame_0250.png,"a screenshot from a video game shows two men, one with black hair and the other with black hair, standing in front of a white and blue sky the man with black hair wears a"
train/Assassin_s Creed II/frame_0251.png,"a screenshot from a video game shows a man and woman standing in front of a white and blue wall the man wears a white and black vest and a blue necklace, while the woman has"
train/Assassin_s Creed II/frame_0252.png,"a screenshot from a video game shows two men, one wearing a black vest and the other a white and black vest, standing in front of a blue wall the man on the left has"
